trade_id,timestamp,type,mode,action,entry_price,exit_price,stop_loss,take_profit,position_size,leverage,pnl,pnl_pct,entry_rsi,entry_bb_pct,entry_trend,entry_volume_ratio,entry_fvg,exit_reason,exit_rsi,exit_bb_pct,duration_seconds,max_profit,max_loss,market_regime,volatility_state,notes,strategy_version
2,2026-02-26T01:27:47.306081,SHORT,TREND,,2034.34,,,,1.0816705250237915,,,,78.2634087478107,0.9057828666929589,UP,0.8323210285150408,,,,,,,,,,,
2,2026-02-26T01:45:20.433047,LONG,TREND,,2033.66,,,,1.0996403640513652,,,,72.76329354031782,0.795520838546003,UP,0.007849704880448878,,,,,,,,,,,
3,2026-02-26T06:34:57.026104,LONG,TREND,,2084.67,,,,1.5116499815606788,,,,63.006680277824195,1.1490456279073706,UP,2.6418259418215655,,,,,,,,,,,
4,2026-02-26T06:36:39.088817,SHORT,TREND,,2142.7,,,,2.045538420506277,,,,81.56687491514856,1.5034045526659758,UP,6.206181856198276,,,,,,,,,,,
5,2026-02-26T07:41:50.325253,LONG,TREND,,2091.66,,,,2.7812644462070795,,,,50.390758718682186,0.439906839046093,UP,0.6986696450624716,,,,,,,,,,,
6,2026-02-26T08:28:47.282312,LONG,REVERSAL,,2071.98,,,,2.1772424979007035,,,,41.6941014543868,0.16159992290080585,DOWN,0.5507803700194811,,,,,,,,,,,
7,2026-02-26T08:40:29.453657,LONG,REVERSAL,,2046.38,,,,1.7212676252354402,,,,28.902370679438903,-0.0013330867639937403,DOWN,0.5675249924650877,,,,,,,,,,,
2,2026-02-26T19:15:29.578712,LONG,TREND,,2071.07,,,,2.0235921584487726,,,,57.40745991061567,0.6450818283906757,UP,0.12118943910372948,,,,,,,,,,,
3,2026-02-26T23:46:43.074613,LONG,REVERSAL,,2043.3,,,,1.6275387165795034,,,,29.766554426408774,-0.381824937083596,DOWN,3.635194094061556,,,,,,,,,,,
3,2026-02-27T00:21:16.385544,LONG,REVERSAL,,2023.55,,,,1.2679037453026119,,,,26.380825764149336,-0.036720721615744745,DOWN,0.30451976554395205,,,,,,,,,,,
4,2026-02-27T01:48:32.166515,LONG,REVERSAL,,1991.8,,,,1.0388538680404158,,,,24.61228796240721,-0.25874955415282497,DOWN,2.7600907340389202,,,,,,,,,,,
5,2026-02-27T04:11:46.704433,LONG,TREND,,2020.79,,,,1.233370125094641,,,,62.68586600506022,0.9642546200080444,UP,0.25384946842120826,,,,,,,,,,,
5,2026-02-27T10:58:53.467830,SHORT,TREND,,2021.65,,,,1.0331963172600103,,,,56.321025411113816,0.8540509242286769,DOWN,0.4879933549262756,,,,,,,,,,,
6,2026-02-27T11:39:56.512948,LONG,TREND,,2029.86,,,,0.9174483802327746,,,,61.919099317204534,0.8807574873526434,UP,0.6476447782570103,,,,,,,,,,,
7,2026-02-27T12:11:29.567980,LONG,TREND,,2023.29,,,,0.8319092242533694,,,,50.8974262441557,0.49240102363393945,UP,0.06644089177799789,,,,,,,,,,,
8,2026-02-27T13:30:49.047866,LONG,TREND,,2053.24,,,,0.9779037071795796,,,,69.14927813180171,0.7915357142262167,UP,0.2543662397291158,,,,,,,,,,,
9,2026-02-27T14:01:14.259628,LONG,TREND,,2042.98,,,,0.8966503046675445,,,,53.89377139468928,0.5007365766358051,UP,0.16138676894441376,,,,,,,,,,,
10,2026-02-27T16:09:06.168390,LONG,TREND,,2039.98,,,,0.8063201584670928,,,,53.619061407669626,0.6128519589414598,DOWN,0.8131816112598792,,,,,,,,,,,
11,2026-02-27T17:09:04.541984,SHORT,TREND,,2038.09,,,,0.7317005490278643,,,,56.86371327302664,0.8191661819256513,DOWN,1.6465381237806243,,,,,,,,,,,
12,2026-02-27T18:27:22.562201,LONG,TREND,,2034.4,,,,0.7573087593027429,,,,50.36289850932801,0.5194708135251939,UP,0.18511435481654875,,,,,,,,,,,
13,2026-02-27T22:51:15.207080,SHORT,TREND,,1963.81,,,,0.7011711485634557,,,,51.25967085036903,0.8192291109965751,DOWN,0.8579551443352781,,,,,,,,,,,
14,2026-02-28T05:02:33.880587,SHORT,TREND,,1923.11,,,,0.7726429898423387,,,,53.307972393085564,0.8184794724799785,DOWN,0.5233413330393458,,,,,,,,,,,
15,2026-02-28T09:42:29.998917,LONG,TREND,,1929.67,,,,0.7722250647660999,,,,54.61331786705812,0.6009548424845756,UP,0.27578532558839236,,,,,,,,,,,
16,2026-02-28T11:21:08.775741,LONG,TREND,,1928.11,,,,0.6976773843729871,,,,52.26408001774189,0.5259116178047545,DOWN,0.09237543190092432,,,,,,,,,,,
